	GUK1	11969.6	12206.5	10906	11657.5
	KXD1	6084.19	5491.51	6044.8	5919.34
	OAZ1	45007.3	49180.2	44262.9	53431.3
	ATP6V0B	7998.35	7157.55	9097.38	9136.81
	KARS	16354.2	8698.85	16575.8	9169.29
	H3F3AP4///H3F3A	30482.7	35442.2	37034.4	35986.9
	RPS6	52277.2	50771.7	54031.9	49433.4
	RPS7	48014.8	43945.4	53829.5	43530
	USP22	11596	9461.28	10740.9	10461.6
	C11orf58	20086.9	18563.2	22010.4	19649
	TCEB2	22124.1	25469.3	20770.2	22291.5
	COX4I1	15430.7	15825.1	14860.6	15340.5
	TMED2	26589.5	30725.9	27807.2	31298.9
	RPL12	59921.2	66534.7	63911.8	63623
	RPL4	27143.3	24272.6	26451	23913.9
	FNTA	7216.65	10816.1	6989.69	10369.2
	RPS25	27316.5	30798.2	25711.6	30899.6
	RPL37	51324.4	55416.5	48579.2	53202.7
	HINT1	25798.9	22750.4	25435.6	22921.8
	EEF2	39004.5	40899.8	39960.4	40072.3
	RPS10	87521.8	93541.7	100903	92158.4
	ATP6V0E1	33506.8	26873.9	32613	25074.8
	HNRNPK	21056.2	14739.7	20099	14237.6
	ANAPC5	11862.6	7255.41	12400.1	9061.35
	RPS3A	60816.3	62962.2	61170.1	60352
	HNRNPU	12344.6	6897.93	13887	7111.33
	HNRNPU	23525.7	14140.6	26866.3	14092.3
	EIF3A	13939.7	12173.3	13213.5	10733.2
	EIF3A	7545.65	6627.92	9597.57	6588.42
	EIF3A	1699.27	1726.63	1925.27	1651.76
	HSP90B1	21329.7	50212	23522.9	50421.6
	HSP90B1	36512.3	63045.1	39747.8	55258.6
	MSN	18434.5	16401.9	18662.5	15895.9
	ACTN4	23213.6	17918.3	26172.5	16334.3
	APP	3282.73	6522.43	2294.81	5462.38
	PRKAR1A	10183.4	12928	9399.81	12551.5
	PRKAR1A	13838.4	15211.6	12451.9	13024.4
	PRKAR1A	23271	27137.8	24047.9	23113.8
	DSP	3037.77	5427.13	6012.23	10428.2
	RAD21	13400.1	8801.76	10989.8	7289.64
	RAD21	12706.1	10557.2	10651.6	9290.47
	WDR1	27088	22535	28281.2	22142.6
	NCL	22721.9	12897.5	26478.9	15219.3
	WDR1	29711.5	22746.8	29837.8	21811.7
	AP2B1	6493.27	11498.7	6413.02	8177.8
	AP2M1	18559.5	13436.7	14660.2	13649.7
	CLTC	38477.9	35116.5	39017.4	35686.3
	AP2B1	7615.87	9667.19	7194.21	8982.11
	MLEC	10515.5	15057.3	13082.5	13876.7
	MLEC	10349.8	13584.8	10835.2	12698.4
	LASP1	39648.4	38081.1	41264.8	38262.6
	SF3B2	16118.1	16547.7	16820.5	17343.6
	TMEM59	11842.3	21090.9	11799.1	23373.3
	CSRP1	6116.01	4621.07	5894.03	4019.79
	CALM3	6443.47	6451.08	6797.5	4551.67
	CALM3	21795.2	16542.2	20087	11809.4
	MATR3	17781.7	10495.3	17142.1	11769.9
	CAP1	21878.9	19847.6	24964.2	23757.6
	MATR3	11104.8	7697.43	12266.9	7515.6
	PTGES3	35029.4	29582.2	36842.7	30332.6
	WARS	4131.44	2502.38	4710.84	2808.08
	WARS	5617.75	3508.47	6285.6	5543.48
	SET	30110.3	23284.5	36048.3	26259.3
	SET	18022.2	10465.1	21383.9	13009.7
	NDRG1	8314.7	69073.3	11746.8	69953.2
	UBB	69869.4	63155.5	77293.1	65497.3
	PFN1	53281.7	39951.5	48116.3	36404.9
	PTPRF	6657.45	5985.9	5774.09	4555.04
	PTPRF	7841.65	7920.25	8454.96	6838.27
	PTPRF	5438.48	5275.43	5905.24	3893.36
	YWHAZ	41038.2	38079.7	41927.1	35126
	YWHAZ	36422.3	35967.2	37479	35102.8
	YWHAZ	51375.8	49617.6	54521.3	49092.3
	YWHAZ	49089.8	44289.3	53136.6	39984.5
	SOD1	41034	36405.8	41763.5	36001
	HDLBP	5132.69	8315.93	5502.05	6483.46
	MARCKSL1	5874.63	15099	9710.06	31190.4
	GABARAP	29429.9	39843.2	28935.6	36478.7
	NUCB1	2760.74	6536.22	2390.21	4761.34
	EIF3CL///EIF3C	22213.5	11701.6	21193.4	9123.71
	GLUL	1993.74	1070.47	1477.08	1990.07
	NUCB1	5531.7	12987.5	4419.82	10711.1
	LDHA	65820.6	83728.7	72329.1	76164.2
	GNB2L1	61452.1	58092.1	64207.3	62439.9
	SSR2	19968.9	27498.5	19768.6	27758.2
	CALM1	15170	11014.5	15579	14084.2
	P4HB	52096.4	74341.1	51096.4	75310.4
	CALM1	11707.6	8152.26	13283.2	10045.8
	P4HB	21715.7	37232.7	18612.7	33019.7
	SLC25A5	56212.9	46029.1	56705.5	41738.6
	PHB	11420.3	6071.94	10920.4	5563.59
	PHB	5251.13	1499.41	5117.89	1600.23
	S100A11	31993.7	31147.7	31630	31083.2
	CTSA	12918.1	20656.9	12264.1	17624.5
	TOMM20	20262	20804.7	21448.8	18863.2
	CD63	34902.4	39012.3	34118.4	38672.2
	DNAJB1	9681.04	4434.45	9365.05	3945.94
	SPARC	82.8856	167.601	246.772	500.217
	DNAJB1	14045.2	6837.85	13872.7	6333.06
	UBE2D3	11289.8	12693.5	10715.9	11332.8
	UBE2D3	26620.4	28740.1	24559.4	25728.4
	UBE2D3	16394.7	17270.2	14572	15429.4
	XBP1	3903.08	6303.94	3400.89	6996.76
	SPTBN1	3042.14	2352.69	3925.49	2252.71
	SPTBN1	4628.61	3486.42	6525.37	4056.43
	LAPTM4A	23838.9	25144.2	23139.2	27501.7
	RPL32	56293.8	58513.9	63197.6	61984.2
	CD81	20947.9	25473.5	21198.2	25065.9
	UBE2L3	2855.88	2456.33	3182.87	2759.33
	PTTG1IP	39019.6	31340.1	33461.5	29819.9
	GRN	14243.6	22887.8	14096.5	23359.4
	HMGB1	14880.8	8839.78	15894.6	9319.69
	HMGB1	44898.6	33777.9	46039	34707
	GLO1	31858.9	24977.2	33001.4	23171.3
	UBE2L3	16917.7	13032.8	15828	15119.8
	UBE2L3	8181.92	6133.58	7819.66	6088.09
	UBE2L3	6227.62	4229.06	7487.3	5382.21
	SRSF11	375.318	786.875	538.024	603.41
	SRSF11	4206.29	5544.11	4422.93	4368.33
	SF3B3	4805.97	2538.4	5402.55	1951.64
	SF3B3	535.283	533.44	662.698	615.062
	EEF1G	56227	62855.5	65113.3	64116.1
	HSPA9	2444.75	1140.02	3292.38	1261.18
	HSPA9	13590.5	7959.69	14212.7	7511.85
	HSPA9	10069.8	5608.01	10054.9	5257.58
	YWHAQ	38094.7	28324.1	35740.8	27680.7
	DDX24	11274.4	11278.2	12421.4	12736.2
	PPP2R1A	6378.13	5268.34	5355.41	5465.21
	GSN	3407.26	12954.4	2816.72	10500.1
	HK1	18433.4	23240.2	18709.3	21497.5
	KDELR2	17794.2	21544.9	18603.1	19390.3
	KDELR2	13415.7	15231.2	14603.2	14006.7
	KDELR2	26450.3	36052.2	27588	32801
	NPC2	28719.7	32755.8	28549.9	28713.1
	DDX24	2892.32	3130.31	4220.19	4006.86
	DYNLL1	33005.6	23560.6	32003.9	25141.7
	LITAF	25751.8	18015.4	24796.7	16055
	EEF1B2	38117.3	31253.1	40699.4	30440.2
	LITAF	19598.4	12227	18062.3	11651.1
	PRKCSH	9171.64	10454.7	10459.7	10032
	GOT2	8410.82	2905.11	8565.51	3782.82
	FKBP1A	32046.8	31236.3	32765.3	34058.3
	ACADVL	4995.46	17337.1	6243.29	15720.3
	SKP1	11520.5	8093.86	11917.9	8270.08
	MAPRE1	13363.8	5755.86	12083.7	6588.61
	MAPRE1	36617.9	21113.3	38656	21662.2
	OS9	5172.5	9717.63	6221.64	12307.5
	RPL13A	42044.4	44617.3	39705.2	40573.5
	RPL13A	74415.2	80721	81115	81011.2
	RPL7	58029.1	58571.9	61907	58494.8
	SKP1	42059.1	44081.9	44071.6	44524
	SKP1	1593.45	1089.92	1962.92	1267.66
	ACTR1A	10139.4	5882.97	11087.3	7033.53
	ACTR1A	8727.08	4112.91	8868.29	6216.81
	CAPRIN1	14202.6	10252.9	12614	10821.1
	CAPRIN1	23314.9	16931	23865	18694.1
	RPL10	304.853	591.302	423.264	466.862
	RPL10	49031.5	53863.6	51312.6	48578.3
	PPP1CC	24257.5	14589.6	25148.1	13227.1
	ACTR2	5544.5	4157.42	6370.72	4711.97
	ACTR2	8146	6126.75	9074.88	7174.2
	ACTR2	7547.22	6205.26	7471.01	5806.5
	PTP4A1	14048.3	21605.1	13040.8	11548.8
	PTP4A1	8809.3	15297.8	8341.08	13240.8
	PTP4A1	8525	15188.5	9246.87	14029.6
	PTP4A1	6931.06	11064.3	5432.22	9164.85
	ARF3	6076.2	4715.23	7338.05	5169.6
	NACA	50023	49186.2	55435.2	50799.8
	GPX1	29520.1	30731.9	25295.7	25005.1
	PGK1	14404.4	38914.3	14203.6	33399.6
	PGK1	39045.6	58205.4	40554.8	58246.8
	SUMO3	13186.8	6597.53	13322.1	6041.09
	SUMO3	27594.5	18637.2	24591.2	16880.4
	RPS27	43957.1	50508.1	44107.2	48265.8
	TPP1	8247.13	19209.2	8720.11	16652.4
	TPP1	7241.68	16587.1	7202.82	15471.5
	GNB1	12862.6	8938.66	13010.2	7839.88
	GNB1	21000.9	16633.4	21418.3	15964.6
	GNB1	22493.7	16414.5	20738.9	16076.8
	NUMA1	3572.63	4198.22	3440.32	3498.72
	FTH1	67729.3	99435	76091.8	98091.2
	No Name	8720.09	3142.87	9616.41	3354.95
	RAN	33287.5	11032.1	35697.2	13810.5
	HNRNPC	16074.5	15723.1	14699	14540.4
	CAPN1	4245.34	5665.98	3639.8	4636.34
	SRSF2	8628.62	1919.3	7744.79	1974.15
	SRSF2	27879.7	9627.66	31858.4	9832.18
	CALU	24922.8	32363.7	24181.2	31058.4
	CALU	14852.1	20713.8	15027.6	20117
	CALU	25766.9	38863.3	30208.1	40163.2
	NFE2L1	11004.4	13269.3	10993.1	14062.2
	NFE2L1	9778.52	14974.3	11026.8	17768.4
	ARL6IP5	13684.8	15910.8	11093.4	16879.1
	ARL6IP5	12580.7	17954.1	10471.2	17276.8
	DPYSL2	12228.2	11880.5	12348	10289.8
	RPLP1	52436.9	58312.4	55125.7	59430.7
	CTNNA1	10715.3	13486.9	11433	12849.8
	CTNNA1	18361.4	22529.2	19480.3	21566.3
	CTSD	15123.6	17014.7	11154.3	12567
	FAM120A	5455.7	4714.5	4554.8	3347.34
	MAT2A	9215.25	3139.44	8494.68	3600.8
	MAT2A	4956.13	1607.27	3956.19	1771.68
	LAMC1	6060.22	8857.49	6458.4	11332.5
	LAMC1	9557.45	13341	14515.6	20088.5
	PTMA	35434.5	30333.5	41622.9	33717.3
	PTMA	34134	34496.6	33640	32390.8
	FAM120A	28517.1	27188.4	25432.4	23170
	HNRNPK	28020.3	24248.8	27190	21186.1
	BZW1	20195.9	21626.9	19287	18561.6
	BZW1	17627.4	19915.2	17846.8	19573.4
	SEPT2	23349.8	22673.2	24666.4	20584.1
	ATF4	14173.4	12999.6	18266.2	15762.4
	GNAS	55018.4	72925.9	64233.1	70100.5
	RPS15A	43337.7	47119.1	43483.2	45240
	ANXA5	34210.9	31526.4	37392.7	36647.9
	STMN1	5432.34	1053.75	3947.95	1284.55
	LRP1	31.2106	503.262	116.224	469.06
	LRP1	184.462	1081.71	345.264	858.407
	PSMB7	24866.1	13877.4	23893.1	16608.7
	PEA15	19732.8	7581.29	21197.1	7387.97
	PEA15	21557.2	9870.02	22818.2	9607.48
	ECH1	2642.01	5842.56	2846.15	7355.97
	ODC1	19154.2	4350.79	26331.1	10550.2
	IQGAP1	10628.9	11629.1	12253.8	11440.5
	XRCC6	27369	19626.7	29394	16876.1
	ACO2	5525.08	7482.62	6170.54	8210.37
	DAZAP2	16186	20194.2	18522.4	23762.8
	SPARCL1	55.1211	133.66	135.795	229.44
	MCL1	1423.29	3878.91	1954.18	3202.02
	MCL1	12391.3	38312	15045.9	36645.6
	MCL1	8568.59	18577.5	10608.2	14881.2
	HSPA1A	8892.69	7664.49	7159.98	8706.51
	HSPA1B///HSPA1A	6325.95	5577.67	5749.33	5639.61
	ACTB	95873.1	99810.7	103235	98862.1
	SARS	15554.5	9049.94	15764.5	10663.6
	TMBIM6	30945	30513.7	19058.3	18407.8
	TMBIM6	39471	37001.2	20554.7	19619
	LMAN2	2681.81	3864.55	3598.67	5655.1
	HSPD1	40045.5	21578.1	43552.4	19628.7
	HSPD1	46705.8	30233.6	52798.7	30934
	ZYX	7711.5	7956.72	7823.1	8952.5
	RPL12	54316.5	61189.3	63507.8	62682.2
	CIRBP	6712.43	6743.73	7328.54	8092.51
	CIRBP	6760.27	6650.82	6787.04	7829.04
	CCT7	13869.5	6642.06	14846.6	7786.68
	PAFAH1B1	3924.78	2961.08	4679.44	2794.56
	PSME1	14366.3	19232.7	13308	17319.6
	PAFAH1B1	8259.79	6888.14	8336	6339.04
	PAFAH1B1	6170.37	3525.42	6189.35	4887.09
	RPS10	92994.9	102353	109607	99408.5
	ATP5O	16578.6	15888.5	17306.6	15624
	RPS15	71472	70420.9	78742	73533.3
	PSMD8	15174.2	13059	14734.3	12775.9
	LAMP2	7409.59	9262.61	6026.26	9014.64
	TPI1	34937.7	46010.7	37706.6	45345.1
	RPL29	40541.1	39978.9	42710.2	40790.6
	GSTP1	13975.9	13086.1	12715.8	11074.6
	HYOU1	19108	29009.7	20265.9	31245.4
	SNRPD2	30324.5	27863.1	29147.1	27216.9
	PLOD1	3997.95	10009.2	3498.84	9048.3
	ZNF207	15833.6	9737.23	16262.3	9096.5
	ZNF207	9174.73	4861.5	8894.25	4774.65
	PSMD2	21561.6	11799	23080.7	13348.4
	SCD	7868.77	16817	6000.62	20349.9
	SCD	11060	29377.6	8554.35	35695.1
	RAP1B	13731.2	12978.3	15216.9	15608
	RPS21	63262.5	74644.7	59585.8	71339.4
	MAP4	1194.68	948.484	1693.95	982.798
	MAP4	4708.2	3552.44	4717.28	2541.66
	BCAP31	30547.8	21115.6	23000.8	19303.3
	CTSB	12902.4	30813.5	10932.6	30079.6
	CTSB	16358.8	31095.9	14494.1	31843.7
	KARS	24377.3	12530.8	23263.5	14186.8
	EPRS	3487.42	3174.3	4805.91	3119.34
	EPRS	10570.4	8039.83	9999.82	7114.33
	EPRS	7268.14	6522.32	7937.49	6154.89
	PRDX6	24627.5	27064.8	23577.9	23846
	PRDX6	16797.4	15094.4	17133.2	15076.5
	PPP1CA	18429.4	13977.3	15730.5	14703.7
	SARAF	6902.05	12773.7	6434.22	12943.9
	AHCYL1	10290.1	16742.9	8829.56	14251.1
	AHCYL1	10970.3	15457.3	8945.01	13873.1
	AHCYL1	22707.6	29511.2	19005.1	25812.2
	IST1	7827.72	8769.01	6955.38	9377.92
	GNB2	14503.1	15609.3	11425.1	11508
	H2AFZ	32860.6	14288.2	30248.8	14486.4
	NCOR1	3460	2886.72	4028.82	2926.91
	NCOR1	1098	1023.16	1071.8	1430.45
	NCOR1	1045.4	1286.65	1162.48	1260.49
	NCOR1	2188.67	1888.73	2309.28	2166.05
	RPS8	32741	28837.5	30110.6	34156.2
	FLNA	27937.8	26482.4	30101	20607.5
	CNOT1	8944.86	8596.97	9562.18	7364.86
	CNOT1	1975.62	1764.5	1994.19	1463.44
	DHCR24	3659.08	1969.7	3817.9	3084.35
	RAB11A	16997.9	25031.8	18447.9	22023.1
	RAB11A	2262.54	2711.19	2076.95	2483.56
	EIF3F	8.04668	7.6524	49.4351	8.1365
	PSAP	23699.3	31051.8	21655.2	31232.8
	RNF114	2481.05	2960.33	3070.52	3447.15
	RNF114	4390.79	6139.07	5051.94	7415.42
	RPL18AP3///RPL18A	50928.2	54616.6	53124.1	52354.8
	STRAP	16014	11380.5	18483.7	13662.3
	PSAP	45158.2	50074.2	43581.9	55960.8
	S100A10	57006.2	60453.2	55123.2	62697.3
	CCT8	23531.3	18755.2	24977.1	20237.3
	NOP56	1139.59	535.266	1418.28	512.681
	NOP56	8071.35	1317.58	8861.98	1966.09
	PSMB1	33613.5	31156.6	36138.8	33596.8
	CCT4	38498.4	26772.3	40904.8	26575.6
	EPAS1	7814.84	15621.3	14152	26017.1
	EPAS1	1054.34	2641.95	2139.76	3574.46
	DNAJA1	15666.7	6577.89	16122.4	9653.11
	DNAJA1	29554.7	16767.5	29819.1	18993.1
	PSMD4	12447.2	10910.4	12676.2	11882.2
	UQCRC2	5604.07	6916.99	5017.25	6800.86
	CKB	2445.06	2632.04	3024.05	2398.36
	RHOC	27307.9	26834.1	24894.7	24232.3
	PGAM1	44077.8	44888.9	44191.5	41443.6
	STAT1	10896.1	7844.88	9951.07	8957.58
	RPL23	39173	34635.2	36177.6	30845.7
	SSR1	11631.6	11669.5	11870	11772.3
	SSR1	6863.08	5911.13	6689.81	5971.18
	SSR1	25335.1	20996.8	24045.2	25318.8
	TRA2B	9982.7	4364.11	10908.1	4517.5
	TRA2B	21681.1	9739.03	23934.3	9639.44
	FKBP4	3026.76	1527.16	3422.87	1299.84
	FKBP4	8241.68	2210.88	8003.98	3596.27
	HDGF	28955.6	21220.8	29345.6	26042.9
	PALLD	14521.5	24953.9	15517.7	24230
	MGEA5	4972.66	7529.33	5761.77	5095.88
	MGEA5	4643.28	7276.77	4955.12	5588.8
	M6PR	5390.28	2273.34	6824.6	2799.18
	M6PR	5196.68	3586.22	6307.93	3966.5
	SEP15	16958.1	17423.2	16060.2	19056.7
	AHCY	12797.9	6485.25	12911.4	4805.45
	HLA-E	9073.31	22294.3	6248.69	18399.4
	HLA-E	27252.9	53244.7	21598	43478.5
	PALLD	3938.54	8369.02	3908.89	6810.83
	PALLD	12596.1	25841.9	15597.8	24191.2
	RPLP2	828.799	657.214	1157.67	944.598
	RPLP2	53372.7	49251.8	50675.6	51552.4
	CCT3	26715.9	11356	27953	11784.2
	TACC1	7330.71	3484.71	9705.74	4382.88
	EIF4A2	29863.9	38717.9	31222.9	41533.5
	PPM1G	6299.96	1757.27	6153.08	1464.33
	KTN1	7136.85	7347.35	7536.43	7528.16
	KTN1	18853.6	20052.8	21525.5	20867.9
	TAGLN2	25492.1	27984.9	21210.6	27179.1
	SRPR	3104.25	3545.8	3768.04	3996.32
	SRPR	6464.88	9997.15	11136.3	12706.3
	PHC2	11793	17090.5	12685	25384.3
	BTG1	6521.58	26497.1	6333.83	26420
	BTG1	12139.8	32202.4	10537.9	34232.5
	KDELR1	12689	15564.9	13700.1	13621.4
	LGALS3BP	25214.6	41450.8	23209.6	37257
	SLC3A2	6757.85	2661.91	8363.68	2211.7
	COX6A1	38627.3	43600.6	41230.5	49186.2
	RPS23	77308.7	83222.2	87544.8	77434.4
	RAB14	8785.66	8315.44	6648.15	6923.84
	RAB14	164.556	72.856	129.254	101.106
	TMED10	13353	20138.8	13602.6	20896.3
	VCL	186.89	298.218	217.085	261.398
	VCL	22453.8	23634.5	22932.9	20980.9
	DCTN2	5737.29	4101.81	6107.93	4626.98
	RPS4X	65813.4	70638.6	67792.7	68867.5
	DEK	28508.2	16152.6	24193.9	16374.9
	CALR	8071.95	12235.5	7035.08	10655.1
	RPL8	76939.8	73082.2	76159.5	72465.1
	RPL5	49926.5	51757.1	49815.1	49362.2
	RERE	40.5781	201.304	84.118	76.0874
	RERE	160.231	292.048	233.043	16.7906
	RERE	1747.43	2352.24	2218.35	2666.3
	HSBP1	5426.79	3974.6	5106.31	3946.43
	HSBP1	10924.9	11079.9	9089.81	9587.01
	HMGN1	38083	29980.3	37339.1	28949.9
	HMGN1	25774.7	19809.8	24629.5	19825.3
	SEC31A	17550	24095.8	18350	22241.6
	GLUD1	8846.97	12582.6	9071.88	12150.4
	GLUD1	5814.29	8495.79	6588.08	8598.03
	MLF2	13678.4	13165.9	14128.6	12684.7
	RPS20	35804.5	36925.9	34276.2	38277.8
	ARPC1A	27337.5	21241.1	19614.4	20604.7
	CCND2	8.45077	9.5118	42.1223	121.65
	CCND2	11.7969	93.7945	212.261	99.6356
	CCND2	19.8046	128.74	457.404	510.127
	ATP6V0C	4553.23	5035.87	5514.98	4212.69
	IMMT	12194	9290.29	12096.5	10415.4
	SSRP1	10647.1	4546.48	12688.4	4139.9
	SSRP1	11727.8	4744.18	12719.3	4780.53
	SDCBP	24237.1	28639.1	20093.2	30288.5
	FUS	8222.62	2409.57	8911.97	2522.89
	CLTA	34696.6	22514.8	35374.2	24871.1
	SEPHS2	3887.57	2339.56	3562.64	2917.58
	RPL31	1642.19	3314.89	1308.92	2291.41
	RPL31	57308.6	62524.3	58663.2	60039.2
	UBA1	27023	37704.6	29512.9	33380.7
	ABLIM1	7492.12	10703.7	7563.24	8769.3
	ALDOA	31379.8	53557.7	35389.7	50568.1
	PPIB	15018.2	26213.4	14655.6	28055.8
	PPIB	11597.9	19518	10307.2	19555.9
	SERP1	4136.22	7546.37	3346.25	5713.51
	SERP1	4808.75	10077.8	3805.13	7132.01
	SERP1	20672.3	27298	18380.5	29534
	TSPAN3	13972.3	15078.9	12383	13278.1
	TSPAN3	8885.97	7581.24	8111.86	6302.89
	ACTA2	510.174	1045.82	423.359	908.029
	PPT1	10934.2	7975.64	11927.7	11476.3
	TAX1BP1	16380.2	16570.3	16374.5	18536.5
	TAX1BP1	11527.7	12352.4	11950.1	13483.3
	MDH1	20810.9	19538.9	20085.3	19368.2
	PDHA1	2533.73	1641.73	2517.78	2383.1
	PDHA1	16076.5	12573.5	17615.7	11328.4
	GNAS	49224	74541.3	60992.3	70270.8
	ANXA6	12314.7	14845.4	11585.5	12957.6
	CD59	21364.9	25539	26745.6	30142.7
	CD59	19743.3	21743.6	23477.7	22989.5
	CD59	22764.4	23569.2	27374.8	27267.8
	SERPING1	46.3692	111.516	21.0155	29.7912
	PSME3	9873.95	2624.7	10182.9	3181.44
	PSME3	3716	786.737	3725.21	883.499
	HIF1A	28872.4	39739.3	30101.5	37937
	TRIM28	17205.8	7966.79	16629.7	7598.78
	SNX17	5151.52	3366.67	4569.89	3826.13
	IPO7	14855.6	8654.96	14311.5	8895.68
	IPO7	13046.6	7641.85	11144.5	8382.65
	IPO7	6625.95	4588.19	7401.52	5069.12
	IPO7	4090.35	2418.57	4094.22	2206.47
	ACTR3	20506.2	18021.4	19557.9	18621.3
	RBM14///RBM4	7776.26	4974.2	7472.74	6116.81
	CKAP4	15773.7	19934.6	18538.3	22858.2
	CKAP4	28657	30313.4	31401.9	40736.1
	AARS	5846.63	3576.09	6857.52	4747.83
	TMEM189-UBE2V1///UBE2V1	12379.7	9868.77	12911.2	10456.5
	TMEM189-UBE2V1///UBE2V1	19039.3	15157.3	19404.7	16679.9
	TMEM189-UBE2V1///TMEM189///UBE2V1///RNPEP	7977.35	7596.3	7485.58	7010.57
	SSR4	20711.8	25377.4	17484.5	22110.8
	CD9	11653.5	20981.6	10139.4	17974.5
	PRDX2	242.011	287.559	487.126	363.929
	HADHB	8638.12	12210	9044.71	13266.4
